Transcript_Chr	Transcript_Start	Transcript_End	Strand	log2FoldChange	logCPM	P-value	FDR	DEG	Exposure	Sex	Stage	Transcript	Gene	Symbol	GeneType	TE_Chr	TE_Start	TE_End	TE_strand	subfamily	class	family	transcript_type
chr6	113377375	113377377	-	0.995830703	1.550228447	0.015755655	0.084532353	FALSE	DEHP	F	adt	ENSMUST00000043333.8	ENSMUSG00000048930.12	Tada3	protein_coding	chr6	113377282	113377405	+	MIRb	SINE	MIR	protein_coding
chr11	83223575	83223577	+	0.659311034	1.482699627	0.018319747	0.094548212	FALSE	DEHP	F	adt	ENSMUST00000143673.1	ENSMUSG00000087107.8	AI662270	processed_transcript	chr11	83223443	83223754	+	RLTR12BD_Mm	LTR	ERVK	lincRNA
chr3	81976201	81976203	-	0.344122586	9.901212145	0.027685095	0.127311406	FALSE	DEHP	F	adt	ENSMUST00000029645.13	ENSMUSG00000028011.16	Tdo2	protein_coding	chr3	81976130	81977130	+	Lx2	LINE	L1	protein_coding
chr9	99437380	99437382	-	0.493376505	0.955765375	0.028385413	0.129711327	FALSE	DEHP	F	adt	ENSMUST00000035045.14	ENSMUSG00000032470.17	Mras	protein_coding	chr9	99437243	99437766	-	L1MB7	LINE	L1	protein_coding
chr10	128922887	128922889	-	0.420579364	1.805696261	0.038220175	0.16124855	FALSE	DEHP	F	adt	ENSMUST00000135161.1	ENSMUSG00000025350.15	Rdh5	protein_coding	chr10	128922822	128922919	-	MIR3	SINE	MIR	protein_coding
chr10	77967456	77967458	-	1.08513562	1.274338585	0.042222077	0.172861499	FALSE	DEHP	F	adt	ENSMUST00000105400.8	ENSMUSG00000009292.18	Trpm2	protein_coding	chr10	77967451	77967468	+	B4	SINE	B4	processed_transcript
chr10	81563621	81563623	+	0.60969977	1.34486553	0.043363425	0.176169055	FALSE	DEHP	F	adt	ENSMUST00000218690.1	ENSMUSG00000054452.10	Aes	protein_coding	chr10	81563560	81563663	+	MIR3	SINE	MIR	retained_intron
chr2	30279630	30279632	+	0.704748964	0.544697968	0.054531073	0.206158878	FALSE	DEHP	F	adt	ENSMUST00000129512.1	ENSMUSG00000079484.12	Phyhd1	protein_coding	chr2	30279511	30279689	-	B2_Mm2	SINE	B2	retained_intron
chr19	11536800	11536802	+	0.294781491	2.232346559	0.061212367	0.223338863	FALSE	DEHP	F	adt	ENSMUST00000025581.6	ENSMUSG00000024678.6	Ms4a4d	protein_coding	chr19	11536694	11537073	+	RMER13B	LTR	ERVK	protein_coding
chr5	145991642	145991644	-	0.726520582	1.360453363	0.062086023	0.225640786	FALSE	DEHP	F	adt	ENSMUST00000153808.1	ENSMUSG00000029630.15	Cyp3a25	protein_coding	chr5	145991582	145992138	+	Lx9	LINE	L1	processed_transcript
chr17	35172818	35172820	-	0.536694409	2.246317984	0.06314775	0.228438179	FALSE	DEHP	F	adt	ENSMUST00000172693.7	ENSMUSG00000024397.14	Aif1	protein_coding	chr17	35172781	35172871	-	PB1	SINE	Alu	protein_coding
chr13	103920294	103920296	-	0.6879317	2.875404213	0.065168464	0.233464374	FALSE	DEHP	F	adt	ENSMUST00000191275.6	ENSMUSG00000021709.14	Erbin	protein_coding	chr13	103920194	103920302	+	LTR10_RN	LTR	ERVK	protein_coding
chrX	168659017	168659019	-	1.069153774	-0.244885718	0.072315094	0.251481227	FALSE	DEHP	F	adt	ENSMUST00000145564.1	ENSMUSG00000031358.17	Msl3	protein_coding	chrX	168658918	168659177	-	ORR1E	LTR	ERVL-MaLR	retained_intron
chr8	3587292	3587294	+	1.32091554	1.165966677	0.072469733	0.251900901	FALSE	DEHP	F	adt	ENSMUST00000057028.14	ENSMUSG00000044433.16	Camsap3	protein_coding	chr8	3587180	3587312	-	B1_Mur1	SINE	Alu	protein_coding
chr17	42799887	42799889	-	1.206258245	0.138242727	0.075738983	0.259254972	FALSE	DEHP	F	adt	ENSMUST00000233350.1	ENSMUSG00000061665.7	Cd2ap	protein_coding	chr17	42799786	42799912	+	B3A	SINE	B2	retained_intron
chr2	86020639	86020641	+	1.429305806	2.051965022	0.077319643	0.262873862	FALSE	DEHP	F	adt	ENSMUST00000215682.1	ENSMUSG00000045392.8	Olfr1033	protein_coding	chr2	86020194	86021072	+	MMVL30-int	LTR	ERV1	protein_coding
chr3	81976201	81976203	-	1.122842419	7.657827395	0.077763156	0.263852482	FALSE	DEHP	F	adt	ENSMUST00000193879.1	ENSMUSG00000028011.16	Tdo2	protein_coding	chr3	81976130	81977130	+	Lx2	LINE	L1	protein_coding
chr13	9076450	9076452	-	0.884740611	0.634148882	0.080274857	0.269754091	FALSE	DEHP	F	adt	ENSMUST00000221989.1	ENSMUSG00000113543.1	Gm36264	lincRNA	chr13	9076196	9076925	+	Lx4B	LINE	L1	lincRNA
chr10	128087680	128087682	+	0.328536287	1.606788474	0.081766082	0.273106366	FALSE	DEHP	F	adt	ENSMUST00000144918.1	ENSMUSG00000025393.12	Atp5b	protein_coding	chr10	128087668	128087694	+	B1_Mur3	SINE	Alu	retained_intron
chr14	13957542	13957544	-	0.523161467	0.537438757	0.083815222	0.277716007	FALSE	DEHP	F	adt	ENSMUST00000224652.1	ENSMUSG00000053453.9	Thoc7	protein_coding	chr14	13957460	13957553	-	PB1D9	SINE	Alu	processed_transcript
chr2	34755231	34755233	-	0.806578421	0.836303133	0.085229674	0.281074821	FALSE	DEHP	F	adt	ENSMUST00000102800.7	ENSMUSG00000026867.18	Gapvd1	protein_coding	chr2	34754947	34755253	-	L3	LINE	CR1	protein_coding
chr7	75772045	75772047	-	0.324786229	1.66041573	0.091696279	0.296417112	FALSE	DEHP	F	adt	ENSMUST00000206358.1	ENSMUSG00000097415.2	AU020206	lincRNA	chr7	75770709	75772202	-	RLTR19-int	LTR	ERVK	lincRNA
chr4	44923117	44923119	+	0.486341592	0.991567463	0.091764857	0.296606616	FALSE	DEHP	F	adt	ENSMUST00000147272.7	ENSMUSG00000035649.17	Zcchc7	protein_coding	chr4	44922911	44923173	-	L2	LINE	L2	protein_coding
chr14	44637200	44637202	-	0.317346919	2.873553539	0.094910762	0.303456328	FALSE	DEHP	F	adt	ENSMUST00000226445.1	ENSMUSG00000115801.1	AC160336.1	lincRNA	chr14	44632450	44637467	+	L1Md_F2	LINE	L1	lincRNA
chr19	5406873	5406875	+	0.410344304	0.587483097	0.098120244	0.310714838	FALSE	DEHP	F	adt	ENSMUST00000128542.2	ENSMUSG00000086938.8	4930481A15Rik	antisense	chr19	5406822	5406935	-	B1_Mus2	SINE	Alu	antisense
chr7	140906013	140906015	+	0.529388097	1.399235916	0.099641205	0.313650436	FALSE	DEHP	F	adt	ENSMUST00000210080.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	lincRNA
chr9	44418568	44418570	-	0.606316469	0.47397605	0.099714227	0.313807445	FALSE	DEHP	F	adt	ENSMUST00000053286.8	ENSMUSG00000043923.8	Ccdc84	protein_coding	chr9	44418523	44418648	-	B1_Mus1	SINE	Alu	protein_coding
chr3	98763052	98763054	-	0.644734656	6.042879221	0.1128369	0.342263235	FALSE	DEHP	F	adt	ENSMUST00000107019.7	ENSMUSG00000062410.14	Hsd3b3	protein_coding	chr3	98762943	98763241	-	ORR1D1	LTR	ERVL-MaLR	protein_coding
chr9	108946164	108946166	+	0.231615717	2.286637705	0.115903174	0.348550992	FALSE	DEHP	F	adt	ENSMUST00000193332.1	ENSMUSG00000025651.14	Uqcrc1	protein_coding	chr9	108946096	108946229	-	RSINE1	SINE	B4	retained_intron
chr10	128971196	128971198	+	0.416542187	2.671557446	0.116493859	0.349733625	FALSE	DEHP	F	adt	ENSMUST00000181142.1	ENSMUSG00000097691.1	9030616G12Rik	lincRNA	chr10	128970840	128971236	+	L1M4	LINE	L1	lincRNA
chr5	121571186	121571188	-	0.201440099	5.358602822	0.125241254	0.366973204	FALSE	DEHP	F	adt	ENSMUST00000196694.1	ENSMUSG00000029455.14	Aldh2	protein_coding	chr5	121571141	121571255	-	L1MC4	LINE	L1	retained_intron
chr9	44292462	44292464	-	0.368735622	0.121031939	0.126126999	0.368929948	FALSE	DEHP	F	adt	ENSMUST00000217413.1	ENSMUSG00000111291.1	Gm48604	lincRNA	chr9	44292457	44292505	-	ID4	SINE	ID	lincRNA
chr13	96081375	96081377	-	0.275108583	2.810183184	0.138824444	0.394195138	FALSE	DEHP	F	adt	ENSMUST00000220449.1	ENSMUSG00000114133.1	Gm20075	protein_coding	chr13	96081372	96082017	+	Lx	LINE	L1	protein_coding
chr5	107906621	107906623	+	0.354895887	1.488040192	0.151606951	0.417691783	FALSE	DEHP	F	adt	ENSMUST00000151767.1	ENSMUSG00000058558.12	Rpl5	protein_coding	chr5	107906523	107906655	-	B1_Mus2	SINE	Alu	retained_intron
chr15	55923401	55923403	+	0.450980019	1.11391764	0.151742931	0.417925825	FALSE	DEHP	F	adt	ENSMUST00000227739.1	ENSMUSG00000115200.1	Gm46516	lincRNA	chr15	55923205	55923413	-	MIRb	SINE	MIR	lincRNA
chr1	72848698	72848700	+	0.508674772	0.763692449	0.156910352	0.427611455	FALSE	DEHP	F	adt	ENSMUST00000155703.1	ENSMUSG00000039323.18	Igfbp2	protein_coding	chr1	72848588	72848910	-	ORR1E	LTR	ERVL-MaLR	retained_intron
chr7	127309517	127309519	+	0.956952206	1.419802841	0.181542008	0.471930683	FALSE	DEHP	F	adt	ENSMUST00000118405.1	ENSMUSG00000030830.18	Itgal	protein_coding	chr7	127309484	127309642	-	MTEb	LTR	ERVL-MaLR	protein_coding
chr11	46707060	46707062	-	0.457563801	1.298098789	0.182158899	0.472910962	FALSE	DEHP	F	adt	ENSMUST00000125008.1	ENSMUSG00000040413.15	Timd2	protein_coding	chr11	46706744	46707436	-	RLTR14-int	LTR	ERV1	protein_coding
chr12	55226071	55226073	-	1.22488609	0.240052427	0.182661547	0.473641576	FALSE	DEHP	F	adt	ENSMUST00000220144.1	ENSMUSG00000112690.1	Gm2446	unprocessed_pseudogene	chr12	55226035	55226222	+	MTD	LTR	ERVL-MaLR	unprocessed_pseudogene
chr14	14702278	14702280	+	0.890682668	2.725076305	0.196726218	0.496964902	FALSE	DEHP	F	adt	ENSMUST00000057015.7	ENSMUSG00000021733.10	Slc4a7	protein_coding	chr14	14702154	14702302	-	B1_Mus1	SINE	Alu	protein_coding
chr15	77371009	77371011	-	0.426394211	0.233136156	0.197136724	0.49771218	FALSE	DEHP	F	adt	ENSMUST00000229296.1	ENSMUSG00000116284.1	Gm3787	transcribed_processed_pseudogene	chr15	77370412	77371133	+	RMER21B	LTR	ERV1	processed_transcript
chr5	130073325	130073327	+	0.575700791	2.907215321	0.198254552	0.499748937	FALSE	DEHP	F	adt	ENSMUST00000118993.7	ENSMUSG00000034118.15	Tpst1	protein_coding	chr5	130073315	130073522	+	ORR1B1	LTR	ERVL-MaLR	protein_coding
chr5	115107961	115107963	-	0.356109727	2.236339822	0.204828775	0.511367971	FALSE	DEHP	F	adt	ENSMUST00000201888.1	ENSMUSG00000072692.7	Rpl37rt	transcribed_processed_pseudogene	chr5	115107910	115108056	+	B1_Mus1	SINE	Alu	processed_transcript
chr17	36042704	36042706	-	0.469395182	4.198874397	0.208301225	0.51647053	FALSE	DEHP	F	adt	ENSMUST00000080015.11	ENSMUSG00000056116.18	H2-T22	protein_coding	chr17	36042507	36042845	-	RLTR34D_MM	LTR	ERVK	protein_coding
chr5	45521006	45521008	+	0.163535637	3.427236355	0.217624952	0.53105838	FALSE	DEHP	F	adt	ENSMUST00000015948.13	ENSMUSG00000015804.14	Med28	protein_coding	chr5	45521002	45521081	-	RSINE1	SINE	B4	processed_transcript
chrX	79195046	79195048	+	0.226969989	3.662574693	0.219944922	0.535165182	FALSE	DEHP	F	adt	ENSMUST00000118723.1	ENSMUSG00000081049.1	Rps24-ps3	processed_pseudogene	chrX	79190354	79196303	+	L1_Mus1	LINE	L1	processed_pseudogene
chr1	184808852	184808854	-	0.277474984	7.660896929	0.229038684	0.548482053	FALSE	DEHP	F	adt	ENSMUST00000189492.1	ENSMUSG00000026621.13	1-Mar	protein_coding	chr1	184808823	184809245	-	L1MB4	LINE	L1	protein_coding
chr16	4771511	4771513	-	0.390280061	2.126459341	0.229903467	0.549713701	FALSE	DEHP	F	adt	ENSMUST00000140187.7	ENSMUSG00000004071.13	Cdip1	protein_coding	chr16	4771475	4771574	-	PB1D10	SINE	Alu	retained_intron
chr8	3580468	3580470	+	0.559369489	1.010417341	0.230592931	0.550486494	FALSE	DEHP	F	adt	ENSMUST00000086479.6	ENSMUSG00000065952.13	C330021F23Rik	protein_coding	chr8	3580393	3580504	+	B3	SINE	B2	protein_coding
chr1	187236456	187236458	+	0.202232129	1.729681455	0.239003219	0.56397385	FALSE	DEHP	F	adt	ENSMUST00000193542.2	ENSMUSG00000104394.2	Gm37254	TEC	chr1	187236171	187236705	-	Tigger17a	DNA	TcMar-Tigger	TEC
chr17	71356495	71356497	-	0.606413204	0.852269067	0.24317289	0.569325466	FALSE	DEHP	F	adt	ENSMUST00000138193.7	ENSMUSG00000024054.14	Smchd1	protein_coding	chr17	71355978	71356582	+	Lx2	LINE	L1	processed_transcript
chr16	18941545	18941547	+	0.638567283	1.155100982	0.268678962	0.606626603	FALSE	DEHP	F	adt	ENSMUST00000232419.1	ENSMUSG00000022702.16	Hira	protein_coding	chr16	18941160	18941567	-	RMER10A	LTR	ERVL	processed_transcript
chr5	123175914	123175916	-	0.277612932	3.132492698	0.272238659	0.61221717	FALSE	DEHP	F	adt	ENSMUST00000144679.1	ENSMUSG00000029445.13	Hpd	protein_coding	chr5	123175909	123175972	+	MamTip2	DNA	hAT-Tip100	protein_coding
chr1	130437190	130437192	-	0.317088645	0.691131279	0.275403314	0.616776668	FALSE	DEHP	F	adt	ENSMUST00000130486.1	ENSMUSG00000086825.1	Gm15675	lincRNA	chr1	130437158	130437288	-	L1MC4	LINE	L1	lincRNA
chr11	60811090	60811092	-	0.453388616	1.133552795	0.282256026	0.626677698	FALSE	DEHP	F	adt	ENSMUST00000173260.7	ENSMUSG00000020534.14	Shmt1	protein_coding	chr11	60811035	60811132	+	B1_Mus2	SINE	Alu	retained_intron
chr9	113123028	113123030	-	0.229467489	0.544888644	0.295505375	0.644757732	FALSE	DEHP	F	adt	ENSMUST00000213712.1	ENSMUSG00000110996.1	Gm36251	lincRNA	chr9	113122921	113123198	-	B4	SINE	B4	lincRNA
chr19	40223355	40223357	-	0.250669696	1.846918232	0.30421154	0.656012577	FALSE	DEHP	F	adt	ENSMUST00000182540.1	ENSMUSG00000055044.12	Pdlim1	protein_coding	chr19	40223345	40223489	-	B1_Mus1	SINE	Alu	retained_intron
chr15	102472736	102472738	+	0.54162196	0.672877682	0.304730737	0.656784022	FALSE	DEHP	F	adt	ENSMUST00000078404.14	ENSMUSG00000056851.14	Pcbp2	protein_coding	chr15	102472614	102472751	-	B1F1	SINE	Alu	protein_coding
chr8	123062987	123062989	+	0.228561475	3.929909227	0.305645412	0.657694395	FALSE	DEHP	F	adt	ENSMUST00000125975.7	ENSMUSG00000000738.18	Spg7	protein_coding	chr8	123062835	123063168	+	RLTR31D_MM	LTR	ERVK	protein_coding
chr7	79924866	79924868	-	0.194356178	0.960645991	0.308870758	0.661902794	FALSE	DEHP	F	adt	ENSMUST00000206403.1	ENSMUSG00000108350.1	Gm44950	TEC	chr7	79924865	79924986	+	B1_Mm	SINE	Alu	TEC
chr3	88890434	88890436	+	0.38233807	0.050285383	0.31111692	0.664492555	FALSE	DEHP	F	adt	ENSMUST00000198113.1	ENSMUSG00000054199.17	Gon4l	protein_coding	chr3	88890426	88890573	-	B1_Mus2	SINE	Alu	retained_intron
chr2	5012343	5012345	-	0.293950174	2.45241136	0.327082052	0.684749667	FALSE	DEHP	F	adt	ENSMUST00000102985.7	ENSMUSG00000026669.14	Mcm10	protein_coding	chr2	5012232	5012409	+	B2_Mm1t	SINE	B2	protein_coding
chr5	92571535	92571537	+	0.59575069	1.195775873	0.327316202	0.684957857	FALSE	DEHP	F	adt	ENSMUST00000175974.1	ENSMUSG00000057068.15	Fam47e	protein_coding	chr5	92571457	92571802	+	L2b	LINE	L2	protein_coding
chr3	86125328	86125330	+	0.50464784	1.495261365	0.327703014	0.685344244	FALSE	DEHP	F	adt	ENSMUST00000183202.1	ENSMUSG00000028082.13	Sh3d19	protein_coding	chr3	86125206	86125588	+	MTC	LTR	ERVL-MaLR	retained_intron
chr11	116182415	116182417	-	0.365636173	1.978457668	0.335071259	0.694434673	FALSE	DEHP	F	adt	ENSMUST00000128793.1	ENSMUSG00000020777.16	Acox1	protein_coding	chr11	116182368	116182519	+	B1_Mur4	SINE	Alu	processed_transcript
chr7	140906020	140906022	+	0.139146138	3.627185304	0.338270737	0.698645172	FALSE	DEHP	F	adt	ENSMUST00000209817.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	lincRNA
chr16	23192149	23192151	+	0.117440624	4.210773137	0.341688007	0.703338127	FALSE	DEHP	F	adt	ENSMUST00000232062.1	ENSMUSG00000068463.4	B630019A10Rik	antisense	chr16	23191707	23192250	-	Lx8	LINE	L1	antisense
chrX	60592697	60592699	-	0.395274674	0.702232501	0.354246059	0.718542779	FALSE	DEHP	F	adt	ENSMUST00000138569.1	ENSMUSG00000062949.13	Atp11c	protein_coding	chrX	60592601	60592713	+	LTR16B	LTR	ERVL	processed_transcript
chr4	34550936	34550938	+	0.083395747	3.888374899	0.356117172	0.720326708	FALSE	DEHP	F	adt	ENSMUST00000084299.5	ENSMUSG00000028291.7	Akirin2	protein_coding	chr4	34550905	34551165	-	MMERVK9C_I-int	LTR	ERVK	protein_coding
chr13	97171448	97171450	+	0.239154212	1.673239035	0.356783593	0.721277874	FALSE	DEHP	F	adt	ENSMUST00000159321.1	ENSMUSG00000021666.16	Gfm2	protein_coding	chr13	97171439	97171481	-	L1MEd	LINE	L1	retained_intron
chr7	30323894	30323896	-	0.0916472	3.84113449	0.360960468	0.726223398	FALSE	DEHP	F	adt	ENSMUST00000098586.4	ENSMUSG00000074211.4	Sdhaf1	protein_coding	chr7	30323794	30323909	+	ID_B1	SINE	B4	protein_coding
chr6	31430681	31430683	+	0.33567957	3.021915158	0.365653495	0.732135127	FALSE	DEHP	F	adt	ENSMUST00000150949.7	ENSMUSG00000025609.15	Mkln1	protein_coding	chr6	31430480	31430874	+	MTB	LTR	ERVL-MaLR	processed_transcript
chr17	64313030	64313032	-	0.761026816	1.49105815	0.374593998	0.742369193	FALSE	DEHP	F	adt	ENSMUST00000024889.13	ENSMUSG00000024083.16	Pja2	protein_coding	chr17	64312990	64313188	+	Charlie7	DNA	hAT-Charlie	protein_coding
chr17	39843012	39843014	+	0.186888012	8.791506618	0.378574802	0.747284761	FALSE	DEHP	F	adt	ENSMUST00000192833.1	ENSMUSG00000097971.3	Gm26917	lincRNA	chr17	39842997	39843163	+	FordPrefect	DNA	hAT-Tip100	lincRNA
chr14	34287358	34287360	-	0.351699848	0.953908969	0.382726084	0.752557733	FALSE	DEHP	F	adt	ENSMUST00000228626.1	ENSMUSG00000041471.9	Shld2	protein_coding	chr14	34287265	34287647	+	MTC	LTR	ERVL-MaLR	protein_coding
chr4	123297179	123297181	+	0.348005755	0.004711395	0.38688552	0.757697272	FALSE	DEHP	F	adt	ENSMUST00000146156.1	ENSMUSG00000011257.19	Pabpc4	protein_coding	chr4	123297158	123297241	+	ID_B1	SINE	B4	retained_intron
chr8	41350036	41350038	-	0.302589593	3.740971751	0.391368495	0.76256231	FALSE	DEHP	F	adt	ENSMUST00000126561.7	ENSMUSG00000031591.14	Asah1	protein_coding	chr8	41350016	41350165	-	B1_Mus1	SINE	Alu	retained_intron
chr2	77265767	77265769	-	0.241431118	0.889854844	0.404848083	0.777197506	FALSE	DEHP	F	adt	ENSMUST00000102660.7	ENSMUSG00000042272.17	Sestd1	protein_coding	chr2	77265467	77265778	+	L1MDa	LINE	L1	protein_coding
chr7	14446768	14446770	-	0.516295679	4.281831799	0.409114555	0.781919327	FALSE	DEHP	F	adt	ENSMUST00000125941.2	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14446740	14446865	+	RSINE1	SINE	B4	protein_coding
chr2	5035902	5035904	-	0.370882784	1.136118981	0.411115535	0.784196233	FALSE	DEHP	F	adt	ENSMUST00000125203.7	ENSMUSG00000026672.11	Optn	protein_coding	chr2	5035802	5035920	+	ID_B1	SINE	B4	processed_transcript
chr9	44776376	44776378	+	0.110165087	3.649918343	0.419080725	0.792961457	FALSE	DEHP	F	adt	ENSMUST00000118186.1	ENSMUSG00000002031.12	Ift46	protein_coding	chr9	44776222	44776541	+	ORR1A2	LTR	ERVL-MaLR	protein_coding
chr7	140906082	140906084	+	0.146089102	4.396394063	0.426132781	0.801787947	FALSE	DEHP	F	adt	ENSMUST00000209496.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	lincRNA
chr8	40874947	40874949	+	0.659347486	5.168829196	0.427600123	0.803581481	FALSE	DEHP	F	adt	ENSMUST00000117077.7	ENSMUSG00000031596.15	Slc7a2	protein_coding	chr8	40874861	40875159	-	L1MB2	LINE	L1	protein_coding
chr7	45126536	45126538	-	0.236246938	0.918523149	0.429784107	0.806271338	FALSE	DEHP	F	adt	ENSMUST00000210931.2	ENSMUSG00000074129.14	Rpl13a	protein_coding	chr7	45126498	45126564	-	MIRb	SINE	MIR	protein_coding
chrX	152910119	152910121	-	0.172130793	4.858374194	0.43367864	0.80995234	FALSE	DEHP	F	adt	ENSMUST00000187973.1	ENSMUSG00000095597.2	Gm6472	transcribed_processed_pseudogene	chrX	152907040	152912611	-	Lx3B	LINE	L1	transcribed_processed_pseudogene
chr17	23823524	23823526	+	0.211186285	1.255810874	0.435532508	0.811702337	FALSE	DEHP	F	adt	ENSMUST00000190568.1	ENSMUSG00000039218.17	Srrm2	protein_coding	chr17	23822842	23823594	+	L2c	LINE	L2	retained_intron
chr8	105938443	105938445	-	0.096025189	4.614368895	0.453981523	0.83063529	FALSE	DEHP	F	adt	ENSMUST00000034369.9	ENSMUSG00000031897.9	Psmb10	protein_coding	chr8	105938382	105938568	-	B3A	SINE	B2	protein_coding
chrX	47960288	47960290	+	0.454207072	0.354574108	0.458082269	0.834061135	FALSE	DEHP	F	adt	ENSMUST00000115013.1	ENSMUSG00000001173.15	Ocrl	protein_coding	chrX	47960124	47960356	+	L1Md_F2	LINE	L1	protein_coding
chr8	127299584	127299586	+	0.440451114	0.540827907	0.463692333	0.839454402	FALSE	DEHP	F	adt	ENSMUST00000160717.7	ENSMUSG00000025812.17	Pard3	protein_coding	chr8	127299324	127299720	+	RLTR10A	LTR	ERVK	protein_coding
chr7	140906063	140906065	+	0.233517417	3.964200377	0.477187326	0.852254042	FALSE	DEHP	F	adt	ENSMUST00000209406.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	retained_intron
chr17	45588740	45588742	-	0.233567249	0.402921237	0.477621751	0.852755232	FALSE	DEHP	F	adt	ENSMUST00000171978.1	ENSMUSG00000023942.15	Slc29a1	protein_coding	chr17	45588628	45588825	-	ID_B1	SINE	B4	processed_transcript
chr15	77399085	77399087	-	0.133011304	5.220790669	0.487541365	0.862291095	FALSE	DEHP	F	adt	ENSMUST00000175919.7	ENSMUSG00000010601.14	Apol7a	protein_coding	chr15	77398826	77399187	-	MT2B1	LTR	ERVL	protein_coding
chr17	79008504	79008506	-	0.44991477	2.279915419	0.495511534	0.869882345	FALSE	DEHP	F	adt	ENSMUST00000118768.7	ENSMUSG00000024070.15	Prkd3	protein_coding	chr17	79008458	79008514	+	L2c	LINE	L2	protein_coding
chr9	45985050	45985052	-	0.050845532	4.672396377	0.497249899	0.871655116	FALSE	DEHP	F	adt	ENSMUST00000172450.2	ENSMUSG00000003131.7	Pafah1b2	protein_coding	chr9	45985043	45985109	+	L3	LINE	CR1	protein_coding
chr15	35178920	35178922	-	0.525368158	0.524747807	0.50851171	0.882796142	FALSE	DEHP	F	adt	ENSMUST00000226555.1	ENSMUSG00000022329.15	Stk3	protein_coding	chr15	35178744	35179140	-	MTA_Mm	LTR	ERVL-MaLR	protein_coding
chr4	41182919	41182921	+	0.308440562	1.466452638	0.514254044	0.887696538	FALSE	DEHP	F	adt	ENSMUST00000129874.1	ENSMUSG00000036241.3	Ube2r2	protein_coding	chr4	41182808	41182948	-	B1_Mur1	SINE	Alu	retained_intron
chr17	6990655	6990657	+	0.18838589	4.367679596	0.526723658	0.899967286	FALSE	DEHP	F	adt	ENSMUST00000232029.1	ENSMUSG00000094724.8	Rnaset2b	protein_coding	chr17	6990639	6990833	-	B3	SINE	B2	processed_transcript
chr14	66112385	66112387	-	0.205078385	5.674992443	0.527269724	0.90037265	FALSE	DEHP	F	adt	ENSMUST00000224698.1	ENSMUSG00000022040.8	Ephx2	protein_coding	chr14	66112250	66112919	-	RLTR48A	LTR	ERV1	protein_coding
chr7	24203582	24203584	-	0.243744588	1.008151854	0.529768931	0.902524095	FALSE	DEHP	F	adt	ENSMUST00000056683.2	ENSMUSG00000087598.9	Zfp111	protein_coding	chr7	24203575	24203997	-	MTC	LTR	ERVL-MaLR	protein_coding
chr3	133474818	133474820	-	0.310548888	0.45252611	0.552516133	0.922727802	FALSE	DEHP	F	adt	ENSMUST00000199381.1	ENSMUSG00000040943.12	Tet2	protein_coding	chr3	133474739	133474864	+	B1_Mus1	SINE	Alu	retained_intron
chr9	83948780	83948782	+	0.438512103	2.480581801	0.559429979	0.928253063	FALSE	DEHP	F	adt	ENSMUST00000190166.6	ENSMUSG00000032263.14	Bckdhb	protein_coding	chr9	83942963	83949452	+	IAPEz-int	LTR	ERVK	protein_coding
chr16	23609056	23609058	+	0.180039451	2.921126399	0.57088052	0.937463616	FALSE	DEHP	F	adt	ENSMUST00000210901.1	ENSMUSG00000033355.6	Rtp4	protein_coding	chr16	23609024	23609273	+	Lx2B2	LINE	L1	protein_coding
chr7	14438550	14438552	-	0.119985608	8.845526372	0.585075558	0.949579717	FALSE	DEHP	F	adt	ENSMUST00000168252.8	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14438470	14438652	-	ID_B1	SINE	B4	protein_coding
chr14	69640273	69640275	-	0.467682751	1.019717633	0.589509789	0.952861632	FALSE	DEHP	F	adt	ENSMUST00000184034.7	ENSMUSG00000098975.7	Gm27177	antisense	chr14	69640070	69640356	+	B4A	SINE	B4	antisense
chr8	22480290	22480292	+	0.077309666	1.881193847	0.594412364	0.957665672	FALSE	DEHP	F	adt	ENSMUST00000180411.2	ENSMUSG00000097042.2	Gm17491	sense_intronic	chr8	22480288	22480404	-	B4A	SINE	B4	sense_intronic
